
B9927467;Liceul Teoretic Ștefan Odobleja;8.90;-;-;5.40;-;-;-;-;-;-;7.15;
B8249324;Liceul Teoretic Dimitrie Bolintineanu;8.90;-;-;5.40;-;-;-;-;-;-;7.15;
B10776123;Școala Gimnazială Leonardo Da Vinci;8.80;8.80;8.80;5.45;5.50;5.50;-;-;-;-;7.15;
B10943343;Şcoala Gimnazială nr. 84;8.75;-;-;5.55;-;-;-;-;-;-;7.15;
B8745549;Şcoala Gimnazială Luceafărul;8.70;-;-;5.60;-;-;-;-;-;-;7.15;
B10814503;Școala Gimnazială nr. 88;8.60;-;-;5.70;-;-;-;-;-;-;7.15;
B10517178;Școala Gimnazială nr.307;8.55;-;-;5.75;-;-;-;-;-;-;7.15;
B10612664;Liceul Teoretic Alexandru Vlahuţă;8.50;-;-;5.80;-;-;-;-;-;-;7.15;
B10884072;Şcoala Gimnazială nr. 280;8.45;-;-;5.85;-;-;-;-;-;-;7.15;
B10692473;LICEUL TEORETIC NATIONAL;8.40;-;-;5.90;-;-;-;-;-;-;7.15;
B10759758;Școala Gimnazială nr. 116;8.40;-;-;5.90;-;-;-;-;-;-;7.15;
B11037095;Şcoala Gimnazială nr. 156;8.40;-;-;5.90;-;-;-;-;-;-;7.15;
B11136117;Şcoala Gimnazială Grigore Tocilescu;8.40;-;-;5.90;-;-;-;-;-;-;7.15;
B10480587;Liceul Teoretic Ștefan Odobleja;8.35;-;-;5.95;-;-;-;-;-;-;7.15;
B8220240;Liceul de Arte Plastice Nicolae Tonitza;8.35;-;-;5.95;-;-;-;-;-;-;7.15;
B10584369;Școala Gimnazială nr. 78;8.35;-;-;5.95;-;-;-;-;-;-;7.15;
B10544611;Școala Gimnazială nr. 195;8.30;8.00;8.00;6.40;6.30;6.30;-;-;-;-;7.15;
B10604941;Școala Gimnazială ”Ferdinand I”;8.30;-;-;6.00;-;-;-;-;-;-;7.15;
B11001039;Şcoala Gimnazială nr. 133;8.20;-;-;6.10;-;-;-;-;-;-;7.15;
B9004209;Şcoala Gimnazială nr. 162;8.15;-;-;6.15;-;-;-;-;-;-;7.15;
B10119162;Şcoala Gimnazială nr. 194;8.10;-;-;6.20;-;-;-;-;-;-;7.15;
B10503727;Şcoala Gimnazială Constantin Brâncuşi;8.10;-;-;6.20;-;-;-;-;-;-;7.15;
B10891595;Şcoala Gimnazială nr. 280;8.05;-;-;6.25;-;-;-;-;-;-;7.15;
B10667159;Școala Gimnazială „Sfântul Calinic de la Cernica”;8.05;-;-;6.25;-;-;-;-;-;-;7.15;
B10644000;Liceul Teoretic Alexandru Vlahuţă;8.00;-;-;6.50;-;-;Limba germană;6.95;-;-;7.15;
