
B9999766;Liceul Greco-Catolic Timotei Cipariu;7.45;7.80;7.80;9.75;-;-;-;-;-;-;8.77;
B10868137;Școala Gimnazială nr. 20;7.00;7.55;7.55;10.00;-;-;-;-;-;-;8.77;
B11044515;Colegiul German Goethe;9.50;-;-;7.85;-;-;Limba germană;8.95;-;-;8.76;
B10830593;Colegiul German Goethe;8.80;8.90;8.90;9.00;-;-;Limba germană;8.25;8.40;8.40;8.76;
B10778360;Liceul Teoretic Dante Alighieri;8.70;-;-;7.75;-;-;Limba italiană;9.85;-;-;8.76;
B10696305;Şcoala Gimnazială nr. 103;9.75;-;-;7.75;-;-;-;-;-;-;8.75;
B8822473;Școala Gimnazială nr. 46;9.70;-;-;7.90;7.80;7.80;-;-;-;-;8.75;
B11109520;Şcoala Gimnazială nr. 197;9.70;-;-;7.80;-;-;-;-;-;-;8.75;
B10667239;Şcoala Gimnazială Mircea Sântimbreanu;9.70;-;-;7.80;-;-;-;-;-;-;8.75;
B10767066;Școala Gimnazială nr. 66;9.60;-;-;7.90;-;-;-;-;-;-;8.75;
B11115451;Şcoala Gimnazială nr. 197;9.55;-;-;7.95;-;-;-;-;-;-;8.75;
B10884839;Şcoala Gimnazială I. G. Duca;9.50;-;-;8.00;-;-;-;-;-;-;8.75;
B10507907;Şcoala Gimnazială nr. 194;9.45;-;-;8.05;8.05;8.05;-;-;-;-;8.75;
B8716641;Școala Gimnazială ”Iancului”;9.40;-;-;8.10;-;-;-;-;-;-;8.75;
B10860654;Liceul Teoretic Dante Alighieri;9.35;-;-;8.15;-;-;-;-;-;-;8.75;
B11110814;Școala Gimnazială nr. 195;9.35;-;-;8.15;-;-;-;-;-;-;8.75;
B10666828;Școala Gimnazială nr. 92;9.30;-;-;8.20;-;-;-;-;-;-;8.75;
B12575258;Şcoala Gimnazială nr. 197;9.30;-;-;8.20;-;-;-;-;-;-;8.75;
B10908436;Școala Gimnazială Ionel Teodoreanu;9.30;-;-;8.15;8.20;8.20;-;-;-;-;8.75;
B10784140;Școala Gimnazială nr. 46;9.25;-;-;8.25;-;-;-;-;-;-;8.75;
B10342126;Şcoala Gimnazială nr. 117;9.25;-;-;8.25;-;-;-;-;-;-;8.75;
B10480763;Liceul Teoretic Ion Barbu;9.25;-;-;8.25;-;-;-;-;-;-;8.75;
B10689763;Şcoala Gimnazială nr. 197;9.25;-;-;8.25;-;-;-;-;-;-;8.75;
B10862344;Colegiul Naţional Mihai Eminescu;9.25;9.60;9.60;7.95;7.90;7.90;-;-;-;-;8.75;
B10522537;Școala Gimnazială nr. 195;9.20;-;-;8.30;-;-;-;-;-;-;8.75;
