

B10784494;Liceul Teoretic Dante Alighieri;6.85;7.20;7.20;7.25;-;-;-;-;-;-;7.22;
B10647464;Școala Gimnazială nr. 62;6.75;-;-;7.70;-;-;-;-;-;-;7.22;
B11022744;Şcoala Gimnazială Herăstrău;6.70;-;-;7.75;-;-;-;-;-;-;7.22;
B10881998;Liceul Teoretic Internațional de Informatică Bucuresti;6.55;-;-;7.90;-;-;-;-;-;-;7.22;
B10778076;Colegiul Economic Costin C. Kiriţescu;6.50;-;-;7.95;-;-;-;-;-;-;7.22;
B10710312;Școala Gimnazială nr. 66;6.50;-;-;7.95;-;-;-;-;-;-;7.22;
B11004435;Şcoala Gimnazială nr. 133;6.10;-;-;8.35;-;-;-;-;-;-;7.22;
B10695913;Colegiul Național Școala Centrală”;6.05;7.10;7.10;7.35;7.35;7.35;-;-;-;-;7.22;
B10620353;Liceul Teoretic Alexandru Vlahuţă;6.00;6.40;6.40;8.00;8.05;8.05;-;-;-;-;7.22;
B10830234;Colegiul German Goethe;7.90;-;-;4.50;-;-;Limba germană;9.25;-;-;7.21;
B11020824;Şcoala Gimnazială nr. 96;9.25;-;-;5.20;5.15;5.15;-;-;-;-;7.20;
B10807546;Liceul Pedagogic Anastasia Popescu;9.15;-;-;5.25;-;-;-;-;-;-;7.20;
B10909626;Școala Gimnazială Ionel Teodoreanu;8.60;-;-;5.80;-;-;-;-;-;-;7.20;
B10503133;Şcoala Gimnazială nr. 135;8.55;-;-;5.85;-;-;-;-;-;-;7.20;
B10379372;Şcoala Gimnazială nr. 192;8.50;-;-;5.90;-;-;-;-;-;-;7.20;
B8072772;Liceul Teoretic Dimitrie Bolintineanu;8.50;-;-;5.90;-;-;-;-;-;-;7.20;
B8161531;Liceul Teoretic Dimitrie Bolintineanu;8.45;-;-;5.95;-;-;-;-;-;-;7.20;
B10706711;Şcoala Gimnazială Sfântul Andrei;8.35;-;-;6.05;-;-;-;-;-;-;7.20;
B10871539;Școala Gimnazială nr. 20;8.30;-;-;6.10;-;-;-;-;-;-;7.20;
B10527319;Şcoala Gimnazială nr. 169;8.25;8.85;8.85;5.55;5.55;5.55;-;-;-;-;7.20;
B10721946;Şcoala Gimnazială nr. 309;8.20;-;-;6.20;-;-;-;-;-;-;7.20;
B8352928;Școala Gimnazială ”Maica Domnului”;8.10;-;-;6.30;-;-;-;-;-;-;7.20;
B10721427;Școala Gimnazială nr. 86;8.10;-;-;6.30;-;-;-;-;-;-;7.20;
B10775141;Şcoala Gimnazială Sfânta Treime;8.10;-;-;6.30;-;-;-;-;-;-;7.20;
B9884170;Şcoala Gimnazială nr. 279;8.10;-;-;6.30;-;-;-;-;-;-;7.20;
