
B10710873;Școala Gimnazială nr. 66;9.20;-;-;7.55;7.45;7.45;-;-;-;-;8.32;
B10727072;Şcoala Gimnazială nr. 113;9.20;-;-;7.45;-;-;-;-;-;-;8.32;
B10593231;Colegiul Naţional de Muzică George Enescu;9.20;-;-;7.45;-;-;-;-;-;-;8.32;
B11005089;Liceul Teoretic Nicolae Iorga;9.20;-;-;7.45;-;-;-;-;-;-;8.32;
B10535474;Școala Gimnazială nr. 112;9.20;-;-;7.45;-;-;-;-;-;-;8.32;
B10840036;Colegiul Naţional de Muzică George Enescu;9.20;-;-;7.40;7.45;7.45;-;-;-;-;8.32;
B10762674;Şcoala Gimnazială Pia Brătianu;9.15;-;-;7.50;-;-;-;-;-;-;8.32;
B10507998;Şcoala Gimnazială nr. 169;9.15;-;-;7.50;-;-;-;-;-;-;8.32;
B10669022;Şcoala Gimnazială Mircea Sântimbreanu;9.15;-;-;7.50;-;-;-;-;-;-;8.32;
B11020370;Şcoala Gimnazială nr. 194;9.15;-;-;7.50;-;-;-;-;-;-;8.32;
B10664402;Şcoala Gimnazială Nicolae Titulescu;9.15;9.20;9.20;7.10;7.45;7.45;-;-;-;-;8.32;
B10485747;Școala Gimnazială nr. 39;9.10;-;-;7.55;-;-;-;-;-;-;8.32;
B10289567;Școala Gimnazială „Orizont;9.10;-;-;7.55;-;-;-;-;-;-;8.32;
B10332700;Școala Gimnazială nr. 39;9.05;-;-;7.60;-;-;-;-;-;-;8.32;
B10060120;Şcoala Gimnazială nr. 150;9.05;-;-;7.60;-;-;-;-;-;-;8.32;
B10734372;Şcoala Gimnazială nr. 113;9.05;-;-;7.60;-;-;-;-;-;-;8.32;
B10637493;Școala Gimnazială „Regina Maria;9.05;-;-;7.60;-;-;-;-;-;-;8.32;
B10530431;Şcoala Gimnazială Constantin Brâncuşi;9.05;-;-;7.30;7.60;7.60;-;-;-;-;8.32;
B10878716;Școala Gimnazială nr. 97;9.00;-;-;7.65;-;-;-;-;-;-;8.32;
B10487811;Liceul Teoretic Ștefan Odobleja;9.00;-;-;7.65;-;-;-;-;-;-;8.32;
B10646996;Liceul Teoretic Bilingv Miguel de Cervantes;8.95;-;-;7.70;-;-;-;-;-;-;8.32;
B8751598;Şcoala Gimnazială Luceafărul;8.95;-;-;7.70;-;-;-;-;-;-;8.32;
B10733282;Şcoala Gimnazială nr. 113;8.95;-;-;7.70;-;-;-;-;-;-;8.32;
B10862422;Școala Gimnazială nr. 79;8.90;-;-;7.75;-;-;-;-;-;-;8.32;
B10319452;Școala Gimnazială „Orizont;8.90;-;-;7.75;-;-;-;-;-;-;8.32;
