
B10734429;Liceul Teoretic Scoala Europeana Bucuresti;7.60;7.90;7.90;9.20;-;-;-;-;-;-;8.55;
B10682614;Colegiul Național Școala Centrală”;7.55;8.35;8.35;8.75;-;-;-;-;-;-;8.55;
B10288655;Liceul Teoretic Genesis College;7.35;7.55;7.55;9.55;-;-;-;-;-;-;8.55;
B10853745;Școala Gimnazială nr. 81;7.00;8.10;8.10;8.95;9.00;9.00;-;-;-;-;8.55;
B9944175;Școala Gimnazială nr. 79;5.00;8.50;8.50;8.60;-;-;-;-;-;-;8.55;
B10877174;Colegiul German Goethe;8.30;8.60;8.60;7.35;7.50;7.50;Limba germană;9.50;-;-;8.53;
B10876690;Liceul Teoretic Dante Alighieri;8.20;-;-;8.50;-;-;Limba italiană;8.90;-;-;8.53;
B10779256;Liceul Teoretic Eugen Lovinescu;9.60;-;-;7.45;-;-;-;-;-;-;8.52;
B11023810;Şcoala Gimnazială Herăstrău;9.55;-;-;7.50;-;-;-;-;-;-;8.52;
B10700280;Școala Gimnazială nr. 54;9.50;-;-;7.55;-;-;-;-;-;-;8.52;
B10593827;Școala Gimnazială nr. 49;9.35;-;-;7.60;7.70;7.70;-;-;-;-;8.52;
B10285585;Școala Gimnazială Liviu Rebreanu;9.35;-;-;7.50;7.70;7.70;-;-;-;-;8.52;
B10775906;Şcoala Gimnazială nr. 59;9.30;-;-;7.75;-;-;-;-;-;-;8.52;
B10761206;Şcoala Gimnazială nr. 59;9.30;-;-;7.75;-;-;-;-;-;-;8.52;
B10799449;Școala Gimnazială ”George Bacovia”;9.25;-;-;7.80;-;-;-;-;-;-;8.52;
B10597565;Școala Gimnazială Alexandru Ioan Cuza;9.25;-;-;7.80;-;-;-;-;-;-;8.52;
B11037596;Şcoala Gimnazială General Eremia Grigorescu;9.20;-;-;7.85;-;-;-;-;-;-;8.52;
B10778231;Şcoala Gimnazială Regele Mihai I;9.20;-;-;7.85;-;-;-;-;-;-;8.52;
B9476750;Şcoala Gimnazială nr. 309;9.20;-;-;7.85;-;-;-;-;-;-;8.52;
B13879767;Şcoala Gimnazială nr. 128;9.15;-;-;7.90;-;-;-;-;-;-;8.52;
B10734099;Şcoala Gimnazială nr. 113;9.15;-;-;7.90;-;-;-;-;-;-;8.52;
B10891484;Şcoala Gimnazială nr. 150;9.15;-;-;7.90;-;-;-;-;-;-;8.52;
B11100836;Şcoala Gimnazială Petre Ghelmez;9.10;9.25;9.25;7.80;-;-;-;-;-;-;8.52;
B10482912;Școala Gimnazială nr.307;9.05;-;-;8.00;-;-;-;-;-;-;8.52;
B10517263;Liceul Teoretic Ștefan Odobleja;9.00;-;-;8.05;-;-;-;-;-;-;8.52;
