
B10547762;Școala Gimnazială Cezar Bolliac;8.40;9.05;9.05;9.05;9.10;9.10;-;-;-;-;9.07;
B10608031;Școala Gimnazială nr. 85;8.35;8.95;8.95;9.20;-;-;-;-;-;-;9.07;
B9937367;Școala Gimnazială nr. 97;8.30;9.00;9.00;9.15;-;-;-;-;-;-;9.07;
B11022546;Şcoala Gimnazială Herăstrău;8.25;-;-;9.90;-;-;-;-;-;-;9.07;
B10591721;Liceul Teoretic Internațional de Informatică Bucuresti;8.25;8.60;8.60;9.55;-;-;-;-;-;-;9.07;
B10708798;Școala Gimnazială Ionel Teodoreanu;8.20;8.55;8.55;9.60;-;-;-;-;-;-;9.07;
B10499193;Liceul Teoretic Internațional de Informatică Bucuresti;8.10;8.25;8.25;9.90;-;-;-;-;-;-;9.07;
B8166550;Liceul Teoretic Ștefan Odobleja;8.10;8.35;8.35;9.80;-;-;-;-;-;-;9.07;
B10710457;Şcoala Gimnazială Pia Brătianu;8.10;8.75;8.75;9.40;-;-;-;-;-;-;9.07;
B11120121;Liceul ''Româno-Finlandez'';8.10;8.90;8.90;9.25;9.25;9.25;-;-;-;-;9.07;
B10748285;Școala Gimnazială nr. 56;7.65;9.05;9.05;9.10;9.10;9.10;-;-;-;-;9.07;
B10847081;Colegiul German Goethe;9.75;-;-;9.05;9.10;9.10;Limba germană;8.35;-;-;9.06;
B10859701;Colegiul German Goethe;9.00;-;-;8.40;-;-;Limba germană;9.80;-;-;9.06;
B10851927;Colegiul German Goethe;8.40;8.65;8.65;9.30;-;-;Limba germană;9.25;-;-;9.06;
B10846317;Colegiul German Goethe;8.40;-;-;9.10;-;-;Limba germană;9.70;-;-;9.06;
B10515782;Școala Gimnazială nr. 112;9.80;-;-;8.30;-;-;-;-;-;-;9.05;
B11007574;Şcoala Gimnazială Constantin Brâncuşi;9.75;-;-;8.35;-;-;-;-;-;-;9.05;
B10783172;Şcoala Gimnazială Constantin Brâncuşi;9.70;-;-;8.40;-;-;-;-;-;-;9.05;
B10733938;Şcoala Gimnazială I. Heliade Rădulescu;9.70;-;-;8.40;-;-;-;-;-;-;9.05;
B10621322;Școala Gimnazială nr. 195;9.70;-;-;8.35;8.40;8.40;-;-;-;-;9.05;
B7964877;Şcoala Gimnazială nr. 96;9.65;-;-;8.85;8.45;8.45;-;-;-;-;9.05;
B10878081;Școala Gimnazială nr. 97;9.60;-;-;8.50;-;-;-;-;-;-;9.05;
B10882035;Școala Gimnazială nr. 97;9.60;-;-;8.50;-;-;-;-;-;-;9.05;
B10684442;Şcoala Gimnazială nr. 108;9.50;-;-;8.60;-;-;-;-;-;-;9.05;
B10131982;Liceul Teoretic Ion Barbu;9.50;-;-;8.60;-;-;-;-;-;-;9.05;
