
B10625549;Liceul Teoretic Jean Monnet;9.20;9.55;9.55;10.00;-;-;-;-;-;-;9.77;
B11120446;Liceul ''Româno-Finlandez'';9.20;9.85;9.85;9.70;-;-;-;-;-;-;9.77;
B10530873;Școala Gimnazială Nicolae Labiș;9.20;9.75;9.75;9.45;9.80;9.80;-;-;-;-;9.77;
B10274538;Şcoala Gimnazială nr. 150;9.10;9.80;9.80;9.75;-;-;-;-;-;-;9.77;
B10549604;Școala Gimnazială nr. 79;9.05;9.65;9.65;9.90;9.90;9.90;-;-;-;-;9.77;
B10634141;Școala Gimnazială Cezar Bolliac;8.90;9.55;9.55;10.00;-;-;-;-;-;-;9.77;
B10872027;Colegiul German Goethe;9.45;-;-;10.00;-;-;Limba germană;9.85;-;-;9.76;
B10857510;Colegiul German Goethe;9.40;-;-;9.95;-;-;Limba germană;9.95;-;-;9.76;
B10626833;Colegiul Naţional I.L.Caragiale;10.00;-;-;9.50;-;-;-;-;-;-;9.75;
B10514885;Școala Gimnazială nr.307;10.00;-;-;9.50;-;-;-;-;-;-;9.75;
B10909114;Școala Gimnazială nr. 149;9.90;-;-;9.60;-;-;-;-;-;-;9.75;
B10531625;Colegiul Naţional Grigore Moisil;9.90;-;-;9.60;-;-;-;-;-;-;9.75;
B10099212;Colegiul Național ”Cantemir Vodă”;9.90;-;-;9.60;-;-;-;-;-;-;9.75;
B10580299;Colegiul Național ”Cantemir Vodă”;9.90;-;-;9.60;-;-;-;-;-;-;9.75;
B10474123;Şcoala Gimnazială nr. 197;9.90;-;-;9.45;9.60;9.60;-;-;-;-;9.75;
B10706203;Şcoala Gimnazială Pia Brătianu;9.85;-;-;9.65;-;-;-;-;-;-;9.75;
B10521543;Şcoala Gimnazială Adrian Păunescu;9.85;-;-;9.65;-;-;-;-;-;-;9.75;
B10552596;Școala Gimnazială nr. 195;9.85;-;-;9.40;9.65;9.65;-;-;-;-;9.75;
B10814702;Şcoala Gimnazială Sfântul Andrei;9.80;-;-;9.70;-;-;-;-;-;-;9.75;
B10288812;Colegiul Naţional I.L.Caragiale;9.80;-;-;9.70;-;-;-;-;-;-;9.75;
B11022880;Şcoala Gimnazială Herăstrău;9.80;-;-;9.70;-;-;-;-;-;-;9.75;
B10613953;Şcoala Gimnazială Sfântul Andrei;9.80;-;-;9.70;-;-;-;-;-;-;9.75;
B10909459;Şcoala Gimnazială nr. 119;9.80;-;-;9.70;-;-;-;-;-;-;9.75;
B11111258;Şcoala Gimnazială nr. 197;9.80;-;-;9.70;-;-;-;-;-;-;9.75;
B10750682;Școala Gimnazială nr. 79;9.80;-;-;9.70;-;-;-;-;-;-;9.75;
