
B10593551;Școala Gimnazială nr. 49;9.20;-;-;9.80;-;-;-;-;-;-;9.50;
B9624592;Şcoala Gimnazială nr. 190;9.20;-;-;9.80;-;-;-;-;-;-;9.50;
B10781381;Şcoala Gimnazială nr. 179;9.20;-;-;9.80;-;-;-;-;-;-;9.50;
B11020672;Şcoala Gimnazială nr. 143;9.20;-;-;9.80;-;-;-;-;-;-;9.50;
B10737156;Colegiul Romano-Catolic Sfântul Iosif;9.20;-;-;9.80;-;-;-;-;-;-;9.50;
B10878503;Școala Gimnazială nr. 97;9.20;-;-;9.80;-;-;-;-;-;-;9.50;
B10545541;Colegiul Național ”Cantemir Vodă”;9.20;-;-;9.80;-;-;-;-;-;-;9.50;
B10682490;Colegiul Național Școala Centrală”;9.20;9.20;9.20;9.65;9.80;9.80;-;-;-;-;9.50;
B10862105;Școala Gimnazială nr. 79;9.20;9.60;9.60;9.40;-;-;-;-;-;-;9.50;
B10129974;Liceul Teoretic Ion Barbu;9.15;-;-;9.85;-;-;-;-;-;-;9.50;
B10942089;Şcoala Gimnazială nr. 84;9.15;-;-;9.85;-;-;-;-;-;-;9.50;
B10882023;Școala Gimnazială nr. 97;9.10;-;-;9.90;-;-;-;-;-;-;9.50;
B10695885;Școala Gimnazială ”Tudor Arghezi”;9.10;-;-;9.90;-;-;-;-;-;-;9.50;
B10283735;Școala Gimnazială nr. 79;9.10;9.10;9.10;9.90;-;-;-;-;-;-;9.50;
B10308421;Şcoala Gimnazială nr. 156;9.10;-;-;9.90;-;-;-;-;-;-;9.50;
B11033064;Şcoala Gimnazială nr. 156;9.10;-;-;9.75;9.90;9.90;-;-;-;-;9.50;
B13689259;Colegiul German Goethe;9.10;-;-;9.40;-;-;Limba germană;10.00;-;-;9.50;
B10488439;Şcoala Gimnazială I. G. Duca;9.05;9.20;9.20;9.80;-;-;-;-;-;-;9.50;
B10848445;Școala Gimnazială „Regina Maria;9.05;9.40;9.40;9.60;-;-;-;-;-;-;9.50;
B10738076;Şcoala Gimnazială Pia Brătianu;9.00;-;-;10.00;-;-;-;-;-;-;9.50;
B8277341;Liceul Internațional Ioanid;9.00;9.00;9.00;10.00;-;-;-;-;-;-;9.50;
B8059747;Liceul Teoretic Dimitrie Bolintineanu;9.00;-;-;10.00;-;-;-;-;-;-;9.50;
B9575947;Școala Gimnazială ”Iancului”;9.00;-;-;10.00;-;-;-;-;-;-;9.50;
B10129796;Școala Gimnazială Nicolae Labiș;9.00;-;-;10.00;-;-;-;-;-;-;9.50;
B10754242;Școala Gimnazială nr. 79;9.00;-;-;10.00;-;-;-;-;-;-;9.50;
