
B13984229;Şcoala Gimnazială nr. 150;7.95;-;-;6.50;-;-;-;-;-;-;7.22;
B10615478;Şcoala Gimnazială nr. 163;7.95;-;-;6.50;-;-;-;-;-;-;7.22;
B10508699;Școala Gimnazială Avram Iancu;7.90;8.00;8.00;6.45;-;-;-;-;-;-;7.22;
B10857392;Şcoala Gimnazială General Eremia Grigorescu;7.85;-;-;6.60;-;-;-;-;-;-;7.22;
B8167787;Școala Gimnazială nr. 24;7.85;8.00;8.00;6.30;6.45;6.45;-;-;-;-;7.22;
B10728536;Școala Gimnazială nr. 62;7.80;-;-;6.65;-;-;-;-;-;-;7.22;
B10580399;Școala Gimnazială nr. 27;7.75;-;-;6.70;-;-;-;-;-;-;7.22;
B10287709;Şcoala Gimnazială Sfântul Andrei;7.70;-;-;6.75;-;-;-;-;-;-;7.22;
B11008330;Şcoala Gimnazială nr. 133;7.70;-;-;6.75;-;-;-;-;-;-;7.22;
B10763751;Școala Gimnazială Leonardo Da Vinci;7.55;-;-;6.90;-;-;-;-;-;-;7.22;
B10534254;Școala Gimnazială Avram Iancu;7.55;-;-;6.90;-;-;-;-;-;-;7.22;
B10683838;Școala Gimnazială nr. 4;7.45;-;-;7.00;-;-;-;-;-;-;7.22;
B10522651;Şcoala Gimnazială nr. 124;7.45;-;-;7.00;-;-;-;-;-;-;7.22;
B9993388;Şcoala Gimnazială nr. 190;7.45;-;-;7.00;-;-;-;-;-;-;7.22;
B11080734;Şcoala Gimnazială Petre Ispirescu;7.30;-;-;7.15;-;-;-;-;-;-;7.22;
B10784902;Școala Gimnazială nr. 46;7.20;-;-;7.25;-;-;-;-;-;-;7.22;
B10728117;Școala Gimnazială nr. 66;7.15;-;-;7.30;-;-;-;-;-;-;7.22;
B10329270;Școala Gimnazială nr. 39;7.10;-;-;7.35;-;-;-;-;-;-;7.22;
B10599493;Şcoala Gimnazială Sfinţii Constantin și Elena;7.10;-;-;7.35;-;-;-;-;-;-;7.22;
B11036735;Liceul Teoretic Marin Preda;7.05;-;-;7.40;-;-;-;-;-;-;7.22;
B7908753;Şcoala Gimnazială Pia Brătianu;7.00;-;-;7.45;-;-;-;-;-;-;7.22;
B10891974;Şcoala Gimnazială nr. 280;7.00;-;-;7.45;-;-;-;-;-;-;7.22;
B10866387;Liceul Teoretic ”Lucian Blaga”;7.00;-;-;7.45;-;-;-;-;-;-;7.22;
B8434325;Şcoala Gimnazială nr. 309;6.90;7.75;7.75;6.75;6.70;6.70;-;-;-;-;7.22;
B10598295;Școala Gimnazială Alexandru Ioan Cuza;6.85;-;-;7.60;-;-;-;-;-;-;7.22;
