
B10814787;Școala Gimnazială nr. 47;6.35;-;-;7.00;-;-;-;-;-;-;6.67;
B11077403;Şcoala Gimnazială Sfinţii Constantin și Elena;6.25;-;-;7.10;-;-;-;-;-;-;6.67;
B10480547;Şcoala Gimnazială nr. 178;6.15;-;-;7.20;-;-;-;-;-;-;6.67;
B10776553;Şcoala Gimnazială Sfânta Treime;6.15;-;-;7.20;-;-;-;-;-;-;6.67;
B10757236;Școala Gimnazială Federico Garcia Lorca;6.15;-;-;7.20;-;-;-;-;-;-;6.67;
B10799611;Școala Gimnazială ”George Bacovia”;6.10;-;-;7.25;-;-;-;-;-;-;6.67;
B10730255;Şcoala Gimnazială nr. 113;6.00;-;-;7.35;-;-;-;-;-;-;6.67;
B10700815;Şcoala Gimnazială Pia Brătianu;5.80;6.15;6.15;7.20;-;-;-;-;-;-;6.67;
B11027059;Şcoala Gimnazială Alexandru Costescu;8.30;-;-;5.00;-;-;-;-;-;-;6.65;
B10709765;Colegiul Romano-Catolic Sfântul Iosif;8.10;-;-;5.20;-;-;-;-;-;-;6.65;
B10773094;Școala Gimnazială nr. 80;8.00;-;-;5.30;-;-;-;-;-;-;6.65;
B11062370;Şcoala Gimnazială nr. 142;7.90;-;-;5.40;-;-;-;-;-;-;6.65;
B11033635;Şcoala Gimnazială nr. 156;7.80;-;-;5.50;-;-;-;-;-;-;6.65;
B10726250;Şcoala Gimnazială Principesa Margareta;7.80;-;-;5.50;-;-;-;-;-;-;6.65;
B8000986;Şcoala Gimnazială Geo Bogza;7.80;-;-;5.50;-;-;-;-;-;-;6.65;
B10596215;Şcoala Gimnazială nr. 190;7.70;-;-;5.60;-;-;-;-;-;-;6.65;
B11021031;Şcoala Gimnazială nr. 194;7.70;-;-;5.55;5.60;5.60;-;-;-;-;6.65;
B10862670;Școala Gimnazială nr. 39;7.65;-;-;5.65;-;-;-;-;-;-;6.65;
B10835415;Școala Gimnazială nr. 81;7.65;8.00;8.00;5.30;-;-;-;-;-;-;6.65;
B8898648;Liceul Teoretic ”Lucian Blaga”;7.60;-;-;5.70;-;-;-;-;-;-;6.65;
B8773998;Școala Gimnazială nr. 165;7.55;-;-;5.75;-;-;-;-;-;-;6.65;
B10778033;Școala Gimnazială nr. 55;7.50;-;-;5.80;-;-;-;-;-;-;6.65;
B10790742;Şcoala Gimnazială nr. 7;7.50;-;-;5.80;-;-;-;-;-;-;6.65;
B11108007;Școala Gimnazială nr. 92;7.40;-;-;5.90;-;-;-;-;-;-;6.65;
B11085952;Școala Gimnazială nr. 99;7.40;-;-;5.90;-;-;-;-;-;-;6.65;
