
B10737251;Şcoala Gimnazială Pia Brătianu;9.50;-;-;9.30;-;-;-;-;-;-;9.40;
B10732054;Şcoala Gimnazială Alexandru Costescu;9.50;-;-;9.30;-;-;-;-;-;-;9.40;
B10537166;Școala Gimnazială Avram Iancu;9.50;-;-;9.30;-;-;-;-;-;-;9.40;
B10316572;Şcoala Gimnazială Sfântul Andrei;9.50;-;-;9.30;-;-;-;-;-;-;9.40;
B8962917;Liceul Teoretic Mihai Ionescu;9.45;-;-;9.35;-;-;-;-;-;-;9.40;
B10326861;Școala Gimnazială nr. 39;9.45;-;-;9.35;-;-;-;-;-;-;9.40;
B10682556;Colegiul Național Școala Centrală”;9.45;-;-;9.35;-;-;-;-;-;-;9.40;
B10582153;Școala Gimnazială nr. 27;9.45;-;-;9.35;-;-;-;-;-;-;9.40;
B9004702;Şcoala Gimnazială nr. 162;9.45;-;-;9.35;-;-;-;-;-;-;9.40;
B10750667;Școala Gimnazială nr. 79;9.45;-;-;9.35;-;-;-;-;-;-;9.40;
B10861477;Școala Gimnazială nr. 79;9.45;-;-;9.35;-;-;-;-;-;-;9.40;
B10627360;Liceul Teoretic Jean Monnet;9.40;-;-;9.40;-;-;-;-;-;-;9.40;
B10611135;Şcoala Gimnazială Titu Maiorescu;9.40;-;-;9.40;-;-;-;-;-;-;9.40;
B10671180;Şcoala Gimnazială Mircea Sântimbreanu;9.40;-;-;9.40;-;-;-;-;-;-;9.40;
B10867319;Școala Gimnazială „Regina Maria;9.40;-;-;9.40;-;-;-;-;-;-;9.40;
B10601136;Şcoala Gimnazială Constantin Brâncuşi;9.40;-;-;9.40;-;-;-;-;-;-;9.40;
B11035661;Liceul Teoretic Marin Preda;9.40;-;-;9.40;-;-;-;-;-;-;9.40;
B10986015;Şcoala Gimnazială nr. 156;9.40;-;-;9.40;-;-;-;-;-;-;9.40;
B10880261;Școala Gimnazială nr. 97;9.40;-;-;9.40;-;-;-;-;-;-;9.40;
B10646482;Liceul Pedagogic Anastasia Popescu;9.40;-;-;9.40;-;-;-;-;-;-;9.40;
B10648384;Liceul Pedagogic Anastasia Popescu;9.40;-;-;9.40;-;-;-;-;-;-;9.40;
B3223301;Liceul Teoretic Internațional de Informatică Bucuresti;9.40;-;-;9.40;-;-;-;-;-;-;9.40;
B11109446;Complexul Educational Laude-Reut;9.40;-;-;9.15;9.40;9.40;-;-;-;-;9.40;
B8003781;Colegiul Naţional de Informatică Tudor Vianu;9.35;9.00;9.00;9.80;9.80;9.80;-;-;-;-;9.40;
B10914313;Școala Gimnazială nr. 149;9.35;-;-;9.45;-;-;-;-;-;-;9.40;
