
B10794836;Şcoala Gimnazială Emil Racoviţă;8.85;-;-;7.20;-;-;-;-;-;-;8.02;
B10628590;Liceul Teoretic Jean Monnet;8.80;8.75;8.75;7.30;7.30;7.30;-;-;-;-;8.02;
B10919247;Şcoala Gimnazială nr. 129;8.80;-;-;7.25;7.25;7.25;-;-;-;-;8.02;
B10797921;Școala Gimnazială ”George Bacovia”;8.80;-;-;7.05;7.25;7.25;-;-;-;-;8.02;
B10832512;Liceul Teoretic Waldorf;8.75;-;-;7.30;-;-;-;-;-;-;8.02;
B10593972;Școala Gimnazială nr. 195;8.70;8.75;8.75;6.60;7.30;7.30;-;-;-;-;8.02;
B10757045;Școala Gimnazială Avram Iancu;8.65;-;-;7.40;-;-;-;-;-;-;8.02;
B10765537;Şcoala Gimnazială nr. 59;8.65;-;-;7.40;-;-;-;-;-;-;8.02;
B8238876;Colegiul Naţional de Arte Dinu Lipatti;8.65;-;-;7.40;-;-;-;-;-;-;8.02;
B9905184;Şcoala Gimnazială nr. 190;8.65;-;-;7.40;-;-;-;-;-;-;8.02;
B10867744;Școala Gimnazială nr. 20;8.65;-;-;7.40;-;-;-;-;-;-;8.02;
B10321328;Şcoala Gimnazială Sfântul Andrei;8.65;-;-;7.25;7.40;7.40;-;-;-;-;8.02;
B10626397;Colegiul Naţional Elena Cuza;8.60;-;-;7.45;-;-;-;-;-;-;8.02;
B11004214;Școala Gimnazială nr. 39;8.60;-;-;7.45;-;-;-;-;-;-;8.02;
B10728146;Școala Gimnazială nr. 66;8.60;-;-;7.45;-;-;-;-;-;-;8.02;
B10779677;Liceul Teoretic Bilingv Miguel de Cervantes;8.60;-;-;7.45;-;-;-;-;-;-;8.02;
B10579704;Școala Gimnazială nr. 27;8.55;-;-;7.50;-;-;-;-;-;-;8.02;
B11038651;Şcoala Gimnazială nr. 167;8.55;-;-;7.50;-;-;-;-;-;-;8.02;
B10729135;Şcoala Gimnazială Principesa Margareta;8.55;-;-;7.50;-;-;-;-;-;-;8.02;
B10891290;Şcoala Gimnazială nr. 280;8.50;-;-;7.55;-;-;-;-;-;-;8.02;
B9988372;Şcoala Gimnazială nr. 190;8.50;-;-;7.55;-;-;-;-;-;-;8.02;
B6720601;Liceul Teoretic Scoala Europeana Bucuresti;8.50;8.35;8.35;7.45;7.70;7.70;-;-;-;-;8.02;
B11111283;Şcoala Gimnazială nr. 197;8.45;-;-;7.60;-;-;-;-;-;-;8.02;
B10511999;Școala Gimnazială nr. 112;8.45;-;-;7.60;-;-;-;-;-;-;8.02;
B10691834;Școala Gimnazială Alexandru Ioan Cuza;8.45;-;-;7.60;-;-;-;-;-;-;8.02;
