
B10627922;Colegiul Naţional Elena Cuza;9.10;-;-;8.80;-;-;-;-;-;-;8.95;
B10777667;Liceul Teoretic Dante Alighieri;9.10;9.15;9.15;8.75;-;-;-;-;-;-;8.95;
B11023158;Şcoala Gimnazială Titu Maiorescu;9.10;-;-;8.55;8.80;8.80;-;-;-;-;8.95;
B11019453;Şcoala Gimnazială nr. 96;9.05;-;-;8.85;-;-;-;-;-;-;8.95;
B10644363;Şcoala Gimnazială nr. 150;9.05;-;-;8.85;-;-;-;-;-;-;8.95;
B9030484;Liceul Teoretic Dante Alighieri;9.05;-;-;7.80;-;-;Limba italiană;10.00;-;-;8.95;
B11145670;Colegiul Naţional Gheorghe Lazăr;9.00;-;-;9.00;8.90;8.90;-;-;-;-;8.95;
B9885272;Şcoala Gimnazială nr. 279;9.00;-;-;8.90;-;-;-;-;-;-;8.95;
B11101544;Şcoala Gimnazială Mircea Sântimbreanu;9.00;-;-;8.90;-;-;-;-;-;-;8.95;
B10584835;Şcoala Gimnazială nr. 126;9.00;-;-;8.90;-;-;-;-;-;-;8.95;
B10555754;Scoala Gimnaziala Step by Step;9.00;-;-;8.90;-;-;-;-;-;-;8.95;
B11020295;Şcoala Gimnazială nr. 194;9.00;-;-;8.90;-;-;-;-;-;-;8.95;
B10588886;Colegiul Naţional de Muzică George Enescu;9.00;-;-;8.90;-;-;-;-;-;-;8.95;
B11022694;Şcoala Gimnazială nr. 194;9.00;-;-;8.90;-;-;-;-;-;-;8.95;
B8052584;Şcoala Gimnazială Sfântul Andrei;9.00;-;-;8.90;-;-;-;-;-;-;8.95;
B11023145;Şcoala Gimnazială Herăstrău;8.95;8.70;8.70;9.20;-;-;-;-;-;-;8.95;
B10841193;Şcoala Gimnazială Titu Maiorescu;8.95;-;-;8.95;-;-;-;-;-;-;8.95;
B10534214;Colegiul Național Bilingv ”George Coșbuc”;8.90;-;-;9.05;9.00;9.00;-;-;-;-;8.95;
B10687976;Colegiul Național Școala Centrală”;8.90;-;-;9.00;-;-;-;-;-;-;8.95;
B10832417;Școala Gimnazială Cezar Bolliac;8.90;-;-;9.00;-;-;-;-;-;-;8.95;
B10941916;Şcoala Gimnazială nr. 84;8.85;-;-;9.05;-;-;-;-;-;-;8.95;
B8752547;Şcoala Gimnazială Luceafărul;8.85;-;-;9.05;-;-;-;-;-;-;8.95;
B10668284;Şcoala Gimnazială Mircea Sântimbreanu;8.85;-;-;9.05;-;-;-;-;-;-;8.95;
B10750292;Școala Gimnazială nr. 79;8.85;-;-;9.00;9.05;9.05;-;-;-;-;8.95;
B10755360;Școala Gimnazială nr. 81;8.85;9.15;9.15;8.75;-;-;-;-;-;-;8.95;
