
B10759068;Şcoala Gimnazială nr. 181;7.70;7.85;7.85;7.75;-;-;-;-;-;-;7.80;
B10759963;Şcoala Gimnazială nr. 181;7.70;8.35;8.35;7.25;7.25;7.25;-;-;-;-;7.80;
B10794025;Şcoala Gimnazială nr. 2;7.65;-;-;7.95;-;-;-;-;-;-;7.80;
B10652442;Şcoala Gimnazială Principesa Margareta;7.65;8.00;8.00;7.40;7.60;7.60;-;-;-;-;7.80;
B10816056;Şcoala Gimnazială nr. 194;7.60;6.90;6.90;8.50;8.70;8.70;-;-;-;-;7.80;
B10625082;Școala Gimnazială nr. 195;7.60;7.55;7.55;8.05;-;-;-;-;-;-;7.80;
B10768221;Şcoala Gimnazială nr. 113;7.60;-;-;8.00;-;-;-;-;-;-;7.80;
B8861027;Școala Gimnazială nr. 165;7.60;7.95;7.95;7.65;-;-;-;-;-;-;7.80;
B9262842;Şcoala Gimnazială nr. 194;7.50;-;-;8.10;-;-;-;-;-;-;7.80;
B11045377;Şcoala Gimnazială Constantin Brâncuşi;7.50;-;-;8.10;-;-;-;-;-;-;7.80;
B10774113;Școala Gimnazială Cezar Bolliac;7.50;-;-;8.10;-;-;-;-;-;-;7.80;
B10770774;Şcoala Gimnazială nr. 117;7.50;7.80;7.80;7.80;-;-;-;-;-;-;7.80;
B10929523;Școala Gimnazială „Regina Maria;7.50;7.85;7.85;7.75;-;-;-;-;-;-;7.80;
B10324199;Şcoala Gimnazială I. G. Duca;7.45;-;-;8.15;-;-;-;-;-;-;7.80;
B10587344;Școala Gimnazială Avram Iancu;7.45;7.45;7.45;8.15;-;-;-;-;-;-;7.80;
B10277855;Şcoala Gimnazială nr. 188;7.35;-;-;8.25;-;-;-;-;-;-;7.80;
B10758493;Liceul Teoretic Eugen Lovinescu;7.30;7.10;7.10;8.15;8.50;8.50;-;-;-;-;7.80;
B10820494;Liceul Teoretic Dante Alighieri;7.10;-;-;8.50;-;-;-;-;-;-;7.80;
B9101167;Liceul Teoretic Internațional de Informatică Bucuresti;7.10;-;-;8.50;-;-;-;-;-;-;7.80;
B11003430;Şcoala Gimnazială George Topârceanu;7.05;7.00;7.00;8.60;-;-;-;-;-;-;7.80;
B10802558;Școala Gimnazială nr. 51;6.75;7.60;7.60;7.85;8.00;8.00;-;-;-;-;7.80;
B10990696;Şcoala Gimnazială Elena Văcărescu;6.65;7.40;7.40;8.20;-;-;-;-;-;-;7.80;
B10789282;Şcoala Gimnazială nr. 309;5.80;7.20;7.20;8.40;-;-;-;-;-;-;7.80;
B9314184;Colegiul German Goethe;7.75;-;-;7.50;-;-;Limba germană;8.10;-;-;7.78;
B10708354;Școala Gimnazială Nicolae Labiș;9.20;-;-;6.20;6.35;6.35;-;-;-;-;7.77;
