

B10700197;Şcoala Gimnazială nr. 126;3.85;-;-;4.55;-;-;-;-;-;-;4.20;
B10772769;Şcoala Gimnazială nr. 117;3.70;-;-;4.70;-;-;-;-;-;-;4.20;
B11031202;Şcoala Gimnazială Petre Ispirescu;3.70;-;-;4.70;-;-;-;-;-;-;4.20;
B10663548;Şcoala Gimnazială nr. 167;3.70;-;-;4.70;-;-;-;-;-;-;4.20;
B10153680;Școala Gimnazială nr. 200;3.70;-;-;4.70;-;-;-;-;-;-;4.20;
B7992517;Şcoala Gimnazială nr. 5;3.50;4.10;4.10;4.30;-;-;-;-;-;-;4.20;
B10784524;Școala Gimnazială ”Sf. Silvestru”;3.20;-;-;5.20;-;-;-;-;-;-;4.20;
B10760349;Școala Gimnazială ”Maica Domnului”;2.40;-;-;6.00;-;-;-;-;-;-;4.20;
B10504658;Școala Gimnazială ”Mărțișor”;6.10;6.20;6.20;2.15;-;-;-;-;-;-;4.17;
B12206127;Şcoala Gimnazială nr. 103;5.20;-;-;3.15;-;-;-;-;-;-;4.17;
B10769919;Școala Gimnazială nr.307;5.15;-;-;3.20;-;-;-;-;-;-;4.17;
B11002908;Şcoala Gimnazială George Topârceanu;4.85;-;-;3.50;-;-;-;-;-;-;4.17;
B10116136;Şcoala Gimnazială George Călinescu;4.80;-;-;3.55;-;-;-;-;-;-;4.17;
B10939115;Şcoala Gimnazială nr. 84;4.35;-;-;4.00;-;-;-;-;-;-;4.17;
B11100486;Şcoala Gimnazială nr. 131;4.15;-;-;4.20;-;-;-;-;-;-;4.17;
B10661322;Şcoala Gimnazială nr. 167;4.15;-;-;4.20;-;-;-;-;-;-;4.17;
B10874965;Școala Gimnazială nr. 55;4.10;-;-;4.25;-;-;-;-;-;-;4.17;
B10720061;Școala Gimnazială Șerban-Vodă;4.10;-;-;4.25;-;-;-;-;-;-;4.17;
B10763327;Școala Gimnazială nr. 189;3.95;-;-;4.40;-;-;-;-;-;-;4.17;
B10780789;Școala Gimnazială Federico Garcia Lorca;3.70;-;-;4.65;-;-;-;-;-;-;4.17;
B10600581;Şcoala Gimnazială nr. 115;3.35;-;-;5.00;-;-;-;-;-;-;4.17;
B12245394;Şcoala Gimnazială Luceafărul;3.35;-;-;5.00;-;-;-;-;-;-;4.17;
B10758990;Şcoala Gimnazială General Eremia Grigorescu;2.95;-;-;5.40;-;-;-;-;-;-;4.17;
B10990605;Școala Gimnazială nr. 165;2.85;-;-;5.50;-;-;-;-;-;-;4.17;
B13179600;Şcoala Gimnazială nr. 103;5.70;-;-;2.60;-;-;-;-;-;-;4.15;
