

B10493882;Școala Gimnazială nr. 165;4.40;-;-;3.20;-;-;-;-;-;-;3.80;
B10611810;Școala Gimnazială nr. 66;4.10;-;-;3.50;-;-;-;-;-;-;3.80;
B12246253;Şcoala Gimnazială Rut;3.95;-;-;3.65;-;-;-;-;-;-;3.80;
B11059112;Şcoala Gimnazială Herăstrău;3.90;4.10;4.10;3.50;3.50;3.50;-;-;-;-;3.80;
B7991936;Şcoala Gimnazială nr. 127;3.60;-;-;4.00;-;-;-;-;-;-;3.80;
B7995476;Şcoala Gimnazială nr. 127;3.60;-;-;4.00;-;-;-;-;-;-;3.80;
B9782291;Școala Gimnazială nr. 112;3.60;-;-;4.00;-;-;-;-;-;-;3.80;
B8632121;Școala Gimnazială Mexic;3.60;-;-;4.00;-;-;-;-;-;-;3.80;
B10282972;Școala Gimnazială ”Maica Domnului”;3.50;3.40;3.40;4.20;4.20;4.20;-;-;-;-;3.80;
B8813364;Şcoala Gimnazială nr. 131;3.40;-;-;4.20;-;-;-;-;-;-;3.80;
B10896995;Școala Gimnazială nr. 95;3.40;-;-;4.20;-;-;-;-;-;-;3.80;
B10547855;Colegiul Naţional de Arte Dinu Lipatti;3.10;-;-;4.50;-;-;-;-;-;-;3.80;
B11048493;Școala Gimnazială nr. 82;3.00;-;-;4.60;-;-;-;-;-;-;3.80;
B10694792;Școala Gimnazială Liviu Rebreanu;2.75;3.40;3.40;4.20;-;-;-;-;-;-;3.80;
B10295707;Școala Gimnazială nr. 39;2.60;-;-;5.00;-;-;-;-;-;-;3.80;
B12787696;Școala Gimnazială nr. 189;2.60;2.60;2.60;5.00;-;-;-;-;-;-;3.80;
B11102434;Şcoala Gimnazială nr. 131;2.60;-;-;5.00;-;-;-;-;-;-;3.80;
B10610856;Şcoala Gimnazială nr. 13;2.60;-;-;5.00;-;-;-;-;-;-;3.80;
B10609528;Şcoala Gimnazială nr. 169;2.50;-;-;5.10;-;-;-;-;-;-;3.80;
B8669457;Școala Gimnazială nr. 20;5.05;-;-;2.50;-;-;-;-;-;-;3.77;
B10768645;Școala Gimnazială ”Grigorie Ghica Voievod”;5.00;-;-;2.55;-;-;-;-;-;-;3.77;
B10098402;Școala Gimnazială nr. 82;4.40;-;-;3.15;-;-;-;-;-;-;3.77;
B10805525;Şcoala Gimnazială nr. 309;4.10;-;-;3.45;-;-;-;-;-;-;3.77;
B10896053;Școala Gimnazială nr. 95;4.05;-;-;3.50;-;-;-;-;-;-;3.77;
B10654751;Școala Gimnazială nr. 78;4.00;-;-;3.55;-;-;-;-;-;-;3.77;
