
B10760574;Școala Gimnazială ”Maica Domnului”;3.55;-;-;5.50;-;-;-;-;-;-;4.52;
B10554973;Liceul Teoretic ”Lucian Blaga”;3.05;-;-;6.00;-;-;-;-;-;-;4.52;
B10762873;Școala Gimnazială nr. 41;5.80;-;-;3.20;-;-;-;-;-;-;4.50;
B11102300;Şcoala Gimnazială nr. 131;5.80;-;-;3.20;-;-;-;-;-;-;4.50;
B10661572;Şcoala Gimnazială nr. 167;5.50;-;-;3.50;-;-;-;-;-;-;4.50;
B10759729;Școala Gimnazială Nicolae Labiș;5.50;-;-;3.50;-;-;-;-;-;-;4.50;
B10896326;Şcoala Gimnazială Petre Ispirescu;5.30;-;-;3.70;-;-;-;-;-;-;4.50;
B12259300;Şcoala Gimnazială nr. 136;5.30;-;-;3.70;-;-;-;-;-;-;4.50;
B10515608;Colegiul Național ”Victor Babeș”;5.30;-;-;3.70;-;-;-;-;-;-;4.50;
B10613400;Școala Gimnazială Voievod Neagoe Basarab;5.20;-;-;3.80;-;-;-;-;-;-;4.50;
B8119572;Şcoala Gimnazială nr. 144;5.00;-;-;4.00;-;-;-;-;-;-;4.50;
B10519332;Şcoala Gimnazială nr. 136;5.00;-;-;4.00;-;-;-;-;-;-;4.50;
B10556376;Şcoala Gimnazială nr. 115;5.00;-;-;4.00;-;-;-;-;-;-;4.50;
B10881478;Școala Gimnazială nr. 55;5.00;-;-;4.00;-;-;-;-;-;-;4.50;
B10472435;Liceul Teoretic Ștefan Odobleja;4.80;-;-;4.20;-;-;-;-;-;-;4.50;
B10591285;Şcoala Gimnazială nr. 129;4.60;-;-;4.40;-;-;-;-;-;-;4.50;
B11141911;Şcoala Gimnazială Grigore Tocilescu;4.50;-;-;4.50;-;-;-;-;-;-;4.50;
B12856896;Liceul Teoretic Jean Monnet;4.50;5.00;5.00;4.15;4.00;4.00;-;-;-;-;4.50;
B10576471;Școala Gimnazială Mexic;4.40;-;-;4.60;-;-;-;-;-;-;4.50;
B10790760;Şcoala Gimnazială Emil Racoviţă;4.40;-;-;4.60;-;-;-;-;-;-;4.50;
B10720567;Şcoala Gimnazială Alexandru Costescu;4.40;4.80;4.80;4.10;4.20;4.20;-;-;-;-;4.50;
B849301;Școala Gimnazială ”Grigorie Ghica Voievod”;4.35;-;-;4.65;-;-;-;-;-;-;4.50;
B10583580;Școala Gimnazială nr. 54;4.30;4.30;4.30;4.70;-;-;-;-;-;-;4.50;
B11014283;Şcoala Gimnazială Emil Racoviţă;4.30;-;-;4.70;-;-;-;-;-;-;4.50;
B10798468;Școala Gimnazială Cezar Bolliac;4.30;-;-;4.70;-;-;-;-;-;-;4.50;
