






B10583465;Școala Gimnazială nr. 54;4.00;4.25;4.25;3.50;3.50;3.50;-;-;-;-;3.87;
B8542722;Liceul Teoretic ”Lucian Blaga”;3.95;-;-;3.80;-;-;-;-;-;-;3.87;
B10934844;Şcoala Gimnazială nr. 168;3.60;-;-;4.15;-;-;-;-;-;-;3.87;
B10301238;Școala Gimnazială nr. 39;3.55;-;-;4.20;-;-;-;-;-;-;3.87;
B10506919;Şcoala Gimnazială nr. 7;3.50;-;-;4.25;-;-;-;-;-;-;3.87;
B10995346;Școala Gimnazială nr. 28;3.20;-;-;4.55;-;-;-;-;-;-;3.87;
B10850330;Şcoala Gimnazială nr. 144;3.15;-;-;4.60;-;-;-;-;-;-;3.87;
B7989098;Şcoala Gimnazială nr. 127;5.15;-;-;2.55;-;-;-;-;-;-;3.85;
B7926080;Şcoala Gimnazială Geo Bogza;5.00;-;-;2.70;-;-;-;-;-;-;3.85;
B10848472;Școala Gimnazială nr. 81;4.70;-;-;3.00;-;-;-;-;-;-;3.85;
B10779947;Școala Gimnazială nr. 149;4.70;-;-;3.00;-;-;-;-;-;-;3.85;
B10806345;Şcoala Gimnazială nr. 194;4.50;-;-;3.20;-;-;-;-;-;-;3.85;
B13148850;Liceul Teoretic Bilingv ”Ita Wegman”;4.35;4.00;4.00;3.80;3.70;3.70;-;-;-;-;3.85;
B11046511;Școala Gimnazială nr. 66;4.35;4.00;4.00;3.70;3.70;3.70;-;-;-;-;3.85;
B10855433;Şcoala Gimnazială nr. 127;4.05;-;-;3.65;-;-;-;-;-;-;3.85;
B10843689;Şcoala Gimnazială nr. 84;4.00;-;-;3.70;-;-;-;-;-;-;3.85;
B4201551;Şcoala Gimnazială nr. 131;4.00;-;-;3.70;-;-;-;-;-;-;3.85;
B10652379;Şcoala Gimnazială nr. 167;3.70;-;-;4.00;-;-;-;-;-;-;3.85;
B13148033;Școala Gimnazială nr. 28;3.65;-;-;4.05;-;-;-;-;-;-;3.85;
B10586475;Şcoala Gimnazială nr. 144;3.65;-;-;4.05;-;-;-;-;-;-;3.85;
B10758968;Școala Gimnazială nr. 189;3.50;-;-;4.20;-;-;-;-;-;-;3.85;
B13463776;Liceul Teoretic ”Lucian Blaga”;3.50;-;-;4.20;-;-;-;-;-;-;3.85;
B10522186;Școala Gimnazială Liviu Rebreanu;3.30;3.60;3.60;4.10;-;-;-;-;-;-;3.85;
B12171477;Școala Gimnazială nr. 95;3.20;-;-;4.50;-;-;-;-;-;-;3.85;
B11084619;Şcoala Gimnazială nr. 142;3.20;-;-;4.50;-;-;-;-;-;-;3.85;
