
B8256947;Şcoala Gimnazială Petre Ghelmez;8.30;-;-;7.40;-;-;-;-;-;-;7.85;
B10852582;Școala Gimnazială nr. 80;8.30;-;-;7.40;-;-;-;-;-;-;7.85;
B10776645;Şcoala Gimnazială Emil Racoviţă;8.20;-;-;7.55;7.50;7.50;-;-;-;-;7.85;
B11084659;Şcoala Gimnazială nr. 142;8.20;-;-;7.50;-;-;-;-;-;-;7.85;
B10597465;Școala Gimnazială nr. 66;8.20;8.30;8.30;7.40;-;-;-;-;-;-;7.85;
B10790153;Şcoala Gimnazială Emil Racoviţă;8.15;-;-;7.55;-;-;-;-;-;-;7.85;
B10890790;Şcoala Gimnazială nr. 129;8.10;-;-;7.60;-;-;-;-;-;-;7.85;
B10902719;Şcoala Gimnazială nr. 119;8.10;-;-;7.60;-;-;-;-;-;-;7.85;
B10716889;Şcoala Gimnazială Sfântul Andrei;8.10;-;-;7.60;-;-;-;-;-;-;7.85;
B10899408;Școala Gimnazială nr. 308;8.10;-;-;7.60;-;-;-;-;-;-;7.85;
B10765649;Școala Gimnazială nr. 41;8.10;-;-;7.60;-;-;-;-;-;-;7.85;
B11015048;Şcoala Gimnazială Ion Dumitriu;8.05;-;-;7.65;-;-;-;-;-;-;7.85;
B10703902;Școala Gimnazială Nicolae Labiș;8.05;-;-;7.65;-;-;-;-;-;-;7.85;
B10852242;Şcoala Gimnazială Principesa Margareta;8.05;-;-;7.65;-;-;-;-;-;-;7.85;
B8878424;Liceul Teoretic Dimitrie Bolintineanu;8.00;-;-;7.70;-;-;-;-;-;-;7.85;
B10667021;Şcoala Gimnazială nr. 115;8.00;-;-;7.70;-;-;-;-;-;-;7.85;
B10603167;Școala Gimnazială nr. 112;8.00;-;-;7.70;-;-;-;-;-;-;7.85;
B11119887;Şcoala Gimnazială nr. 128;7.95;7.30;7.30;8.40;-;-;-;-;-;-;7.85;
B7990172;Şcoala Gimnazială nr. 127;7.80;-;-;7.90;-;-;-;-;-;-;7.85;
B10701323;Şcoala Gimnazială nr. 126;7.80;-;-;7.90;-;-;-;-;-;-;7.85;
B10658788;Școala Gimnazială nr. 97;7.80;7.95;7.95;7.75;-;-;-;-;-;-;7.85;
B10323795;Școala Gimnazială „Orizont;7.75;-;-;7.70;7.95;7.95;-;-;-;-;7.85;
B10488176;Şcoala Gimnazială I. Heliade Rădulescu;7.70;7.70;7.70;8.05;8.00;8.00;-;-;-;-;7.85;
B10707114;Liceul cu Program Sportiv Mircea Eliade;7.70;-;-;8.00;-;-;-;-;-;-;7.85;
B13122417;Şcoala Gimnazială Petre Ghelmez;7.70;7.85;7.85;7.85;-;-;-;-;-;-;7.85;
