

B12772832;Liceul Teoretic Scoala Europeana Bucuresti;8.35;9.05;9.05;9.25;-;-;-;-;-;-;9.15;
B10732763;Şcoala Gimnazială Sfântul Andrei;8.35;9.00;9.00;8.90;9.30;9.30;-;-;-;-;9.15;
B10897472;Şcoala Gimnazială nr. 280;8.15;8.70;8.70;9.55;9.60;9.60;-;-;-;-;9.15;
B12146334;Școala Gimnazială nr. 195;8.05;8.40;8.40;9.90;-;-;-;-;-;-;9.15;
B10009665;Liceul Teoretic Dante Alighieri;9.10;-;-;9.20;-;-;Limba italiană;8.80;9.10;9.10;9.13;
B7926217;Școala Gimnazială nr. 88;9.90;-;-;8.35;-;-;-;-;-;-;9.12;
B10935869;Școala Gimnazială nr. 32;9.80;-;-;8.45;-;-;-;-;-;-;9.12;
B8314277;Liceul Teoretic Mihai Ionescu;9.80;-;-;8.45;-;-;-;-;-;-;9.12;
B10937271;Şcoala Gimnazială nr. 84;9.80;-;-;8.45;-;-;-;-;-;-;9.12;
B10700768;Colegiul Naţional Ion Neculce;9.70;-;-;8.65;8.55;8.55;-;-;-;-;9.12;
B10590961;Școala Gimnazială Avram Iancu;9.70;-;-;8.55;-;-;-;-;-;-;9.12;
B10810488;Şcoala Gimnazială nr. 206;9.65;-;-;8.60;-;-;-;-;-;-;9.12;
B10306965;Liceul Teoretic Internațional de Informatică Bucuresti;9.65;-;-;8.60;-;-;-;-;-;-;9.12;
B10528021;Școala Gimnazială nr. 62;9.65;-;-;8.60;-;-;-;-;-;-;9.12;
B10616864;Școala Gimnazială „Regina Maria;9.60;-;-;8.65;-;-;-;-;-;-;9.12;
B11005022;Școala Gimnazială nr. 24;9.60;-;-;8.65;-;-;-;-;-;-;9.12;
B10990864;Şcoala Gimnazială I. Heliade Rădulescu;9.60;-;-;8.65;-;-;-;-;-;-;9.12;
B10903351;Şcoala Gimnazială George Topârceanu;9.55;-;-;8.70;-;-;-;-;-;-;9.12;
B10507539;Liceul Teoretic Alexandru Vlahuţă;9.55;-;-;8.70;-;-;-;-;-;-;9.12;
B10695710;Colegiul Naţional Ion Neculce;9.50;-;-;8.75;-;-;-;-;-;-;9.12;
B10550665;Liceul Teoretic Jean Monnet;9.50;-;-;8.75;-;-;-;-;-;-;9.12;
B10704641;Școala Gimnazială nr. 97;9.45;-;-;8.80;-;-;-;-;-;-;9.12;
B11039023;Şcoala Gimnazială nr. 156;9.45;-;-;8.80;-;-;-;-;-;-;9.12;
B10780684;Școala Gimnazială Federico Garcia Lorca;9.45;-;-;8.80;-;-;-;-;-;-;9.12;
B10757522;Școala Gimnazială nr. 149;9.45;-;-;8.80;-;-;-;-;-;-;9.12;
