
B10534298;Şcoala Gimnazială nr. 161;5.60;-;-;6.80;-;-;-;-;-;-;6.20;
B10024886;Şcoala Gimnazială nr. 150;5.55;-;-;6.85;-;-;-;-;-;-;6.20;
B10813299;Școala Gimnazială ”Maica Domnului”;5.55;-;-;6.85;-;-;-;-;-;-;6.20;
B10312442;Liceul Teoretic ”Lucian Blaga”;5.50;5.50;5.50;6.90;-;-;-;-;-;-;6.20;
B11031420;Şcoala Gimnazială nr. 125;5.50;-;-;6.90;-;-;-;-;-;-;6.20;
B13417766;Liceul Teoretic Dante Alighieri;5.40;-;-;4.20;-;-;Limba italiană;9.00;-;-;6.20;
B10756430;Școala Gimnazială nr. 200;5.35;5.95;5.95;6.40;6.45;6.45;-;-;-;-;6.20;
B10288927;Școala Gimnazială nr. 39;5.10;-;-;7.30;-;-;-;-;-;-;6.20;
B10987892;Şcoala Gimnazială nr. 133;5.10;-;-;7.30;-;-;-;-;-;-;6.20;
B11028715;Liceul Teoretic Marin Preda;5.10;-;-;7.30;-;-;-;-;-;-;6.20;
B10605733;Școala Gimnazială ”Tudor Arghezi”;5.05;-;-;7.35;-;-;-;-;-;-;6.20;
B10642911;Şcoala Gimnazială Sfinţii Constantin și Elena;5.00;-;-;7.40;-;-;-;-;-;-;6.20;
B10844533;Şcoala Gimnazială Mircea Sântimbreanu;4.75;5.60;5.60;6.80;-;-;-;-;-;-;6.20;
B10983100;Şcoala Gimnazială Elena Văcărescu;4.65;5.15;5.15;7.30;7.25;7.25;-;-;-;-;6.20;
B10935743;Școala Gimnazială „Regina Maria;4.50;-;-;7.90;-;-;-;-;-;-;6.20;
B10604960;Școala Gimnazială Avram Iancu;3.80;5.00;5.00;7.40;-;-;-;-;-;-;6.20;
B10673141;Școala Gimnazială Maria Rosetti;8.15;-;-;4.20;-;-;-;-;-;-;6.17;
B10885316;Liceul Greco-Catolic Timotei Cipariu;7.45;-;-;4.90;-;-;-;-;-;-;6.17;
B10528327;Școala Gimnazială nr. 77;7.10;7.10;7.10;5.25;5.25;5.25;-;-;-;-;6.17;
B10845939;Şcoala Gimnazială Mircea Sântimbreanu;6.65;-;-;5.70;-;-;-;-;-;-;6.17;
B10726538;Școala Gimnazială nr. 67;6.65;-;-;5.70;-;-;-;-;-;-;6.17;
B10539752;Școala Gimnazială nr. 62;6.65;-;-;5.70;-;-;-;-;-;-;6.17;
B10681324;Școala Gimnazială nr. 88;6.50;-;-;5.85;-;-;-;-;-;-;6.17;
B7974494;Colegiul Naţional de Muzică George Enescu;6.45;-;-;5.90;-;-;-;-;-;-;6.17;
B10638949;Liceul Teoretic Ion Barbu;6.45;-;-;5.90;-;-;-;-;-;-;6.17;
