
B10529219;Școala Gimnazială nr. 66;9.00;-;-;9.45;-;-;-;-;-;-;9.22;
B8059113;LICEUL TEORETIC SCOALA MEA;9.00;-;-;9.45;-;-;-;-;-;-;9.22;
B12308438;Liceul Teoretic Genesis College;9.00;9.00;9.00;9.45;-;-;-;-;-;-;9.22;
B11025993;Liceul Teoretic Marin Preda;9.00;9.00;9.00;9.45;-;-;-;-;-;-;9.22;
B10988524;Colegiul Naţional Ion Neculce;9.00;-;-;9.45;-;-;-;-;-;-;9.22;
B10545969;Colegiul Naţional Mihai Eminescu;9.00;9.10;9.10;9.35;-;-;-;-;-;-;9.22;
B10740774;Școala Gimnazială nr.307;9.00;9.15;9.15;9.25;9.30;9.30;-;-;-;-;9.22;
B10662255;Şcoala Gimnazială Pia Brătianu;8.90;-;-;9.55;-;-;-;-;-;-;9.22;
B10653809;Școala Gimnazială Alexandru Ioan Cuza;8.90;-;-;9.55;-;-;-;-;-;-;9.22;
B10993790;Liceul Teoretic Alexandru Vlahuţă;8.90;-;-;9.55;-;-;-;-;-;-;9.22;
B10513806;Liceul Teoretic Bilingv Miguel de Cervantes;8.90;9.40;9.40;9.05;-;-;-;-;-;-;9.22;
B1014351;Liceul Teoretic King George;8.85;-;-;9.60;-;-;-;-;-;-;9.22;
B10791143;Şcoala Gimnazială I. Heliade Rădulescu;8.85;-;-;9.60;-;-;-;-;-;-;9.22;
B10325378;Şcoala Gimnazială nr. 197;8.80;-;-;9.65;-;-;-;-;-;-;9.22;
B11035762;Liceul Teoretic Nicolae Iorga;8.80;-;-;9.65;-;-;-;-;-;-;9.22;
B1014601;Școala Gimnazială „Regina Maria;8.80;-;-;9.65;-;-;-;-;-;-;9.22;
B10608236;Şcoala Gimnazială nr. 190;8.80;9.25;9.25;9.20;-;-;-;-;-;-;9.22;
B9994843;Școala Gimnazială nr. 195;8.75;-;-;9.70;-;-;-;-;-;-;9.22;
B10549538;Liceul Teoretic Jean Monnet;8.75;-;-;9.70;-;-;-;-;-;-;9.22;
B10734957;Școala Gimnazială Șerban-Vodă;8.75;-;-;9.70;-;-;-;-;-;-;9.22;
B11005994;Școala Gimnazială nr. 97;8.75;9.00;9.00;9.45;-;-;-;-;-;-;9.22;
B10806390;Şcoala Gimnazială nr. 194;8.75;9.15;9.15;9.30;-;-;-;-;-;-;9.22;
B9852907;Şcoala Gimnazială nr. 279;8.70;-;-;9.75;-;-;-;-;-;-;9.22;
B10284044;Școala Gimnazială nr. 27;8.70;-;-;9.75;-;-;-;-;-;-;9.22;
B9980625;Şcoala Gimnazială nr. 150;8.70;8.70;8.70;9.75;-;-;-;-;-;-;9.22;
