
B10540039;Școala Gimnazială nr. 112;8.50;8.65;8.65;9.45;-;-;-;-;-;-;9.05;
B10786183;Școala Gimnazială nr. 51;8.45;8.60;8.60;9.50;-;-;-;-;-;-;9.05;
B10894869;Şcoala Gimnazială nr. 280;8.45;8.90;8.90;9.20;-;-;-;-;-;-;9.05;
B10717644;Şcoala Gimnazială nr. 117;8.45;9.20;9.20;8.90;-;-;-;-;-;-;9.05;
B10021869;Şcoala Gimnazială nr. 150;8.40;8.50;8.50;9.60;-;-;-;-;-;-;9.05;
B10021428;Liceul Teoretic Scoala Europeana Bucuresti;8.30;-;-;9.80;-;-;-;-;-;-;9.05;
B10791460;Școala Gimnazială Leonardo Da Vinci;8.30;8.55;8.55;9.55;-;-;-;-;-;-;9.05;
B11009096;Școala Gimnazială nr. 97;8.20;8.80;8.80;9.30;9.30;9.30;-;-;-;-;9.05;
B9993023;Școala Gimnazială nr. 88;8.10;8.40;8.40;9.70;-;-;-;-;-;-;9.05;
B10329075;Școala Gimnazială nr. 85;8.00;8.10;8.10;10.00;-;-;-;-;-;-;9.05;
B10790895;Școala Gimnazială Leonardo Da Vinci;8.00;8.95;8.95;9.15;-;-;-;-;-;-;9.05;
B10967974;Școala Gimnazială nr. 97;7.85;8.30;8.30;9.70;9.80;9.80;-;-;-;-;9.05;
B10904570;Şcoala Gimnazială nr. 129;7.85;8.60;8.60;9.50;-;-;-;-;-;-;9.05;
B12544946;Şcoala Gimnazială Fridolin;9.50;-;-;9.70;-;-;Limba germană;8.10;7.90;7.90;9.03;
B10776054;Colegiul German Goethe;9.30;-;-;8.40;-;-;Limba germană;9.40;-;-;9.03;
B10804407;Liceul Teoretic Dante Alighieri;9.10;-;-;9.00;-;-;Limba italiană;9.00;-;-;9.03;
B10823960;Colegiul German Goethe;8.35;8.90;8.90;9.70;-;-;Limba germană;8.50;-;-;9.03;
B12545022;Şcoala Gimnazială Fridolin;8.30;-;-;9.65;-;-;Limba germană;9.15;-;-;9.03;
B12545500;Şcoala Gimnazială Fridolin;8.25;8.80;8.80;9.15;-;-;Limba germană;9.15;-;-;9.03;
B11096820;Şcoala Gimnazială nr. 59;9.90;-;-;8.30;8.15;8.15;-;-;-;-;9.02;
B10902436;Şcoala Gimnazială nr. 119;9.90;-;-;8.15;-;-;-;-;-;-;9.02;
B10652843;Şcoala Gimnazială nr. 190;9.80;-;-;8.25;-;-;-;-;-;-;9.02;
B10623783;Școala Gimnazială nr. 49;9.80;-;-;8.25;-;-;-;-;-;-;9.02;
B10642641;Şcoala Gimnazială nr. 190;9.75;-;-;8.30;-;-;-;-;-;-;9.02;
B10740592;Liceul Teoretic Bilingv ”Ita Wegman”;9.75;-;-;8.30;-;-;-;-;-;-;9.02;
