
B10788346;Şcoala Gimnazială nr. 206;8.70;-;-;7.90;-;-;-;-;-;-;8.30;
B10935522;Școala Gimnazială Ionel Teodoreanu;8.70;-;-;7.90;-;-;-;-;-;-;8.30;
B10612184;Școala Gimnazială nr. 54;8.70;-;-;7.90;-;-;-;-;-;-;8.30;
B10448477;Școala Gimnazială nr. 195;8.70;-;-;7.90;-;-;-;-;-;-;8.30;
B10766742;Şcoala Gimnazială nr. 117;8.70;9.00;9.00;7.60;-;-;-;-;-;-;8.30;
B11022436;Şcoala Gimnazială nr. 96;8.65;-;-;7.95;-;-;-;-;-;-;8.30;
B9552176;Școala Gimnazială „Regina Maria;8.60;-;-;8.20;8.00;8.00;-;-;-;-;8.30;
B10127103;Liceul Teoretic Ion Barbu;8.60;-;-;8.10;8.00;8.00;-;-;-;-;8.30;
B10851977;Școala Gimnazială nr. 80;8.60;-;-;8.00;-;-;-;-;-;-;8.30;
B11003227;Şcoala Gimnazială nr. 129;8.60;-;-;8.00;-;-;-;-;-;-;8.30;
B9940803;Școala Gimnazială ”Iancului”;8.60;8.80;8.80;7.80;-;-;-;-;-;-;8.30;
B10888945;Școala Gimnazială nr. 165;8.55;-;-;8.05;-;-;-;-;-;-;8.30;
B10775815;Şcoala Gimnazială nr. 190;8.55;-;-;8.05;-;-;-;-;-;-;8.30;
B10975112;Școala Gimnazială nr. 46;8.55;-;-;7.85;8.05;8.05;-;-;-;-;8.30;
B11033769;Şcoala Gimnazială nr. 179;8.50;-;-;8.10;-;-;-;-;-;-;8.30;
B10663397;Școala Gimnazială nr. 195;8.50;-;-;8.10;-;-;-;-;-;-;8.30;
B10604811;Şcoala Gimnazială nr. 190;8.45;8.20;8.20;8.20;8.40;8.40;-;-;-;-;8.30;
B10852646;Școala Gimnazială nr. 97;8.40;8.40;8.40;8.25;8.20;8.20;-;-;-;-;8.30;
B10067928;Şcoala Gimnazială nr. 135;8.40;-;-;8.20;-;-;-;-;-;-;8.30;
B10544698;Liceul Teoretic Jean Monnet;8.40;-;-;8.20;-;-;-;-;-;-;8.30;
B10697193;Liceul Teoretic Marin Preda;8.35;-;-;8.25;-;-;-;-;-;-;8.30;
B10514135;Liceul Teoretic Bilingv Miguel de Cervantes;8.35;-;-;8.25;-;-;-;-;-;-;8.30;
B10526434;Școala Gimnazială ”Mărțișor”;8.35;-;-;8.25;-;-;-;-;-;-;8.30;
B56351;Şcoala Gimnazială nr. 117;8.35;8.50;8.50;8.10;-;-;-;-;-;-;8.30;
B10944452;Şcoala Gimnazială nr. 178;8.30;-;-;8.30;-;-;-;-;-;-;8.30;
