

B11173168;Şcoala Gimnazială Sfânta Treime;7.40;-;-;6.65;-;-;-;-;-;-;7.02;
B13349778;Şcoala Gimnazială I. Heliade Rădulescu;7.35;-;-;6.70;-;-;-;-;-;-;7.02;
B9520636;Şcoala Gimnazială nr. 128;7.25;-;-;6.80;-;-;-;-;-;-;7.02;
B10609496;Liceul Teoretic Eugen Lovinescu;7.25;7.65;7.65;6.40;6.40;6.40;-;-;-;-;7.02;
B10794330;Școala Gimnazială „Regina Maria;7.20;-;-;6.85;-;-;-;-;-;-;7.02;
B10273864;Liceul Teoretic ”Lucian Blaga”;7.15;-;-;6.90;-;-;-;-;-;-;7.02;
B10805148;Liceul Teoretic Dante Alighieri;7.10;-;-;6.95;-;-;-;-;-;-;7.02;
B10767807;Şcoala Gimnazială Sfânta Treime;7.10;-;-;6.95;-;-;-;-;-;-;7.02;
B10780572;Școala Gimnazială Liviu Rebreanu;7.10;-;-;6.95;-;-;-;-;-;-;7.02;
B10707334;Școala Gimnazială Leonardo Da Vinci;7.05;-;-;7.00;-;-;-;-;-;-;7.02;
B11037513;Şcoala Gimnazială Alexandru Costescu;6.85;-;-;7.20;-;-;-;-;-;-;7.02;
B10749093;Școala Gimnazială nr. 79;6.80;6.20;6.20;7.65;7.85;7.85;-;-;-;-;7.02;
B10794010;Colegiul Național ”Emil Racoviță”;6.75;-;-;7.30;-;-;-;-;-;-;7.02;
B9241991;Școala Gimnazială „Orizont;6.75;-;-;7.30;-;-;-;-;-;-;7.02;
B10881793;Școala Gimnazială nr. 55;6.65;-;-;7.40;-;-;-;-;-;-;7.02;
B10771182;Școala Gimnazială ”Iancului”;6.55;-;-;7.50;-;-;-;-;-;-;7.02;
B10672273;Colegiul Tehnic Feroviar Mihai I;6.55;-;-;7.50;-;-;-;-;-;-;7.02;
B10997767;Școala Gimnazială Liviu Rebreanu;6.50;-;-;7.55;-;-;-;-;-;-;7.02;
B10831847;Școala Gimnazială ”Iancului”;6.45;-;-;7.60;-;-;-;-;-;-;7.02;
B11034374;Şcoala Gimnazială nr. 183;6.40;-;-;7.65;-;-;-;-;-;-;7.02;
B11046343;Şcoala Gimnazială Petre Ghelmez;6.40;-;-;7.65;-;-;-;-;-;-;7.02;
B12225924;Școala Gimnazială nr. 85;6.40;-;-;7.65;-;-;-;-;-;-;7.02;
B10473284;Școala Gimnazială nr. 189;6.35;-;-;7.70;-;-;-;-;-;-;7.02;
B14336626;Şcoala Gimnazială General Eremia Grigorescu;6.20;6.20;6.20;7.85;-;-;-;-;-;-;7.02;
B10463472;Şcoala Gimnazială Constantin Brâncuşi;6.15;-;-;7.75;7.90;7.90;-;-;-;-;7.02;
